FID,CRN,course_num,campus,credits,course_name,course_type,building,room_num,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,start,end,Time,size,max_size,instructor,OBJECTID,BIN,FCODE,ADDRESS,BASE_ELEVA,APPROX_HGT,MAX_HGT,PARCEL_ID_,PARCEL_I_1,Shape__Are,Shape__Len,landuse,Shape_Leng,Shape_Area
1552,46829,"SSWU 4407, 006",Main,3,Evaluating Programs and Practice in Social Work,Class,Ritter Annex,300,No,Tuesday,Wednesday,Thursday,No,No,No,02:00�PM,03:20�PM,Afternoon,18,24,Kaci L. Griffin (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
2176,41219,"HRPR 1001, 019",Main,3,"Public Health: The Way We Live, Work and Play",Recitation,Ritter Annex,580,No,Tuesday,Wednesday,Thursday,No,No,No,02:00�PM,03:00�PM,Afternoon,16,25,Wendy Cheesman (Primary) Caroline Patey,22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
2495,29255,"SBS 3105, 002",Main,3,Fundamentals of Health Education,Class,Ritter Annex,565,No,Tuesday,Wednesday,Thursday,No,No,No,02:00�PM,03:20�PM,Afternoon,18,20,Carolyn (Carol) P. Parks (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
3477,41159,"SPSY 2303, 001",Main,3,The Impact of Trauma on the Individual and Society,Class,Ritter Annex,700,No,Tuesday,Wednesday,Thursday,No,No,No,02:00�PM,03:20�PM,Afternoon,19,32,Crystal L. Austin (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
4688,46822,"KINS 4196, 002",Main,3,Sociology of Physical Activity,Class,Ritter Annex,571,No,Tuesday,Wednesday,Thursday,No,No,No,02:00�PM,03:20�PM,Afternoon,13,20,Ksenia Power (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
6583,27516,"THTR 4222, 001",Main,3,Acting V,Class,Ritter Annex,726,No,Tuesday,Wednesday,Thursday,No,No,No,02:00�PM,04:20�PM,Afternoon,5,16,David Ingram (Primary) Lynne Innerst,22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
6584,36741,"THTR 4222, 002",Main,3,Acting V,Class,Ritter Annex,722,No,Tuesday,Wednesday,Thursday,No,No,No,02:00�PM,04:20�PM,Afternoon,6,16,David Ingram (Primary) Lynne Innerst,22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
6581,50364,"THTR 4212, 001",Main,3,Acting IV,Class,Ritter Annex,726,Monday,No,No,No,No,No,No,03:00�PM,04:50�PM,Afternoon,10,12,Amina Robinson (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
6617,4700,"ENG 0802, 028",Main,4,Analytical Reading and Writing,Class,Ritter Annex,309,Monday,No,No,No,No,No,No,03:00�PM,04:40�PM,Afternoon,23,23,Grace S. Phillips (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
504,49492,"CSCD 3236, 1",Main,3,Cultural and Linguistic Diversity: Focus on Autism,Class,Ritter Annex,571,No,No,No,Thursday,No,No,No,03:30�PM,04:20�PM,Afternoon,5,20,Kathryn A. Helland (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
1544,44008,"SSWU 4207, 001",Main,2,BSW Field Seminar II,Class,Ritter Annex,560,No,Tuesday,Wednesday,No,No,No,No,03:30�PM,05:00�PM,Afternoon,26,26,Raven E. Lynch (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
1861,29310,"EPBI 2219, 002",Main,3,Biostatistics and Public Health,Class,Ritter Annex,565,Monday,No,No,No,No,No,No,03:30�PM,04:50�PM,Afternoon,61,61,Yanda Lang (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
616,31130,"THTR 0825, 020",Main,3,The Art of Acting,Class,Ritter Annex,707,No,Tuesday,Wednesday,Thursday,No,No,No,03:30�PM,04:50�PM,Afternoon,16,16,Anne Marie Cammarato (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
6647,37264,"ENG 0802, 058",Main,4,Analytical Reading and Writing,Class,Ritter Annex,309,No,Tuesday,Wednesday,Thursday,No,No,No,03:30�PM,05:10�PM,Afternoon,26,26,Molly Gorelick (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
7032,44687,"THTR 3231, 002",Main,3,"Acting for Commercials, Industrials and Voice-Overs",Class,Ritter Annex,701,No,Tuesday,Wednesday,Thursday,No,No,No,03:30�PM,04:50�PM,Afternoon,14,14,Annette Kaplafka (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
1876,51330,"EPBI 5500, 001",Main,3,Public Health Beyond Borders International Project,Class,Ritter Annex,0580A,No,Tuesday,Wednesday,No,No,No,No,04:00�PM,06:30�PM,Afternoon,1,2,Graciela Jaschek (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
522,43325,"CSCD 5730, 003",Main,1,"Topics in Speech, Language and Hearing",Class,Ritter Annex,921,No,No,No,No,No,No,No,04:00�PM,04:50�PM,Afternoon,1,10,Jonathan Hartmann (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
614,19948,"THTR 0825, 012",Main,3,The Art of Acting,Class,Ritter Annex,726,Monday,No,No,No,No,No,No,05:00�PM,07:50�PM,Evening,10,16,Lindsay E. Smiling (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
510,47797,"CSCD 4302, 001",Main,3,Aural Rehabilitation,Class,Ritter Annex,565,No,No,No,Thursday,No,No,No,05:30�PM,08:00�PM,Evening,46,50,Kathleen C. Coyan (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
2510,35828,"SBS 8105, 001",Main,3,Health Communication,Class,Ritter Annex,571,No,No,No,Thursday,No,No,No,05:30�PM,08:00�PM,Evening,13,25,Sarah B. Bass (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
5269,44101,"ABA 5302, 001",Main,3,Effective Teaching Strategies and Academic Interventions,Class,Ritter Annex,301,No,No,No,Thursday,No,No,No,05:30�PM,08:00�PM,Evening,21,25,Elizabeth Hughes Fong (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
1587,1190,"SSWG 8102, 003",Main,3,"Clinical Practice with Individuals, Families, and Groups II",Class,Ritter Annex,941,No,Tuesday,Wednesday,No,No,No,No,05:30�PM,08:00�PM,Evening,14,22,Joseph A. Kumi (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
5273,44411,"ABA 5305, 001",Main,3,Single Subject Research Design,Class,Ritter Annex,700,No,Tuesday,Wednesday,No,No,No,No,05:30�PM,08:00�PM,Evening,12,30,Art Dowdy (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
1586,4101,"SSWG 8102, 002",Main,3,"Clinical Practice with Individuals, Families, and Groups II",Class,Ritter Annex,560,Monday,No,No,No,No,No,No,05:30�PM,08:00�PM,Evening,19,22,Bernie S. Newman (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
1600,48092,"SSWG 8205, 001",Main,3,Evaluation of Clinical Practice,Class,Ritter Annex,571,Monday,No,No,No,No,No,No,05:30�PM,08:00�PM,Evening,17,22,Marie Kearns (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
4620,39819,"HIM 1055, 002",Main,3,IT Applications for Health,Class,Ritter Annex,565,Monday,No,No,No,No,No,No,05:30�PM,08:00�PM,Evening,30,32,Mark Ferrari (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
6693,22025,"EDUC 2296, 001",Main,3,Effective Teaching: Theory and Practice,Class,Ritter Annex,309,Monday,No,No,No,No,No,No,05:30�PM,08:00�PM,Evening,20,20,Christopher L. Williams (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
7395,19754,"AOD 4396, 701",Main,3,Field Research:  Practice in Professional Settings,Class,Ritter Annex,301,Monday,No,No,No,No,No,No,05:30�PM,08:00�PM,Evening,13,20,Clymer Bardsley (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
1533,40742,"SSWU 3009, 002",Main,3,Human Behavior and the Social Environment: Communities and Organizations,Class,Ritter Annex,580,No,No,No,No,No,No,No,05:30�PM,08:00�PM,Evening,23,30,Pam Mason (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
5275,47361,"ABA 9991, 001",Main,3,Applied Research Experience,Class,Ritter Annex,700,No,No,No,No,No,No,No,05:30�PM,08:00�PM,Evening,9,25,Jason C. Travers (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
7392,28336,"AOD 3396, 001",Main,3,Organizational Processes,Class,Ritter Annex,301,No,No,No,No,No,No,No,05:30�PM,08:00�PM,Evening,19,20,Mary Grace Hodge (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
523,49496,"CSCD 5730, 004",Main,1,"Topics in Speech, Language and Hearing",Class,Ritter Annex,560,No,No,No,Thursday,No,No,No,06:00�PM,08:00�PM,Evening,31,35,Kathryn A. Helland (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
524,39112,"CSCD 5730, 005",Main,1,"Topics in Speech, Language and Hearing",Class,Ritter Annex,560,No,No,No,Thursday,No,No,No,06:00�PM,08:00�PM,Evening,17,30,Simerjit K. Sethi (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
6962,6934,"CSCD 8824, 001",Main,2,Assessment and Treatment of Diverse Populations,Class,Ritter Annex,565,No,No,No,No,No,No,No,06:00�PM,07:40�PM,Evening,36,40,Felicidad M. Garcia (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
1524,47660,"SSWU 2006, 004",Main,3,Introduction to the Social Work Profession II,Class,Ritter Annex,565,No,Tuesday,Wednesday,Thursday,No,No,No,08:00�AM,09:20�AM,Morning,28,28,DaVonti' D. Haynes (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
5585,42061,"NURS 3296, 001",Main,3,"Perspectives on Health, Thinking Globally",Class,Ritter Annex,580,No,Tuesday,Wednesday,Thursday,No,No,No,08:00�AM,09:20�AM,Morning,22,22,Laura Sinko (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
1045,46924,"HPM 3131, 001",Main,3,Global Health Systems,Class,Ritter Annex,565,No,No,No,No,Friday,No,No,08:30�AM,05:00�PM,Morning,17,40,Tulay G. Soylu (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
2193,50384,"HRPR 3197, 02",Main,3,Understanding and Applying Research in Health Professions,Class,Ritter Annex,580,Monday,No,No,No,Friday,No,No,09:00�AM,09:50�AM,Morning,20,20,RO Corbett (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
4626,37489,"HIM 3113, 001",Main,3,Healthcare Database Design and Development,Class,Ritter Annex,565,Monday,No,No,No,Friday,No,No,09:00�AM,09:50�AM,Morning,25,35,Bari J. Dzomba (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
1883,31011,"EPBI 8212, 001",Main,3,Grantsmanship in Health Research,Class,Ritter Annex,921,No,Tuesday,Wednesday,No,No,No,No,09:00�AM,11:40�AM,Morning,7,15,Resa M. Jones (Primary) Lisa M. Bedore,22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
649,5679,"THTR 2231, 002",Main,3,Speech for the Actor,Class,Ritter Annex,701,Monday,No,No,No,No,No,No,09:30�AM,10:50�AM,Morning,13,16,Marla Burkholder (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
613,50990,"THTR 0825, 008",Main,3,The Art of Acting,Class,Ritter Annex,722,No,Tuesday,Wednesday,Thursday,No,No,No,09:30�AM,10:50�AM,Morning,12,16,Sarah Doherty (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
624,12466,"THTR 1003, 003",Main,3,Creativity: Basic,Class,Ritter Annex,707,No,Tuesday,Wednesday,Thursday,No,No,No,09:30�AM,10:50�AM,Morning,9,16,Jacinta Yelland (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
637,31043,"THTR 2008, 001",Main,3,Poetic Ethnography,Class,Ritter Annex,701,No,Tuesday,Wednesday,Thursday,No,No,No,09:30�AM,10:50�AM,Morning,4,14,Kimmika L. Williams-Witherspoon (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
2494,29254,"SBS 3105, 001",Main,3,Fundamentals of Health Education,Class,Ritter Annex,560,No,Tuesday,Wednesday,Thursday,No,No,No,09:30�AM,10:50�AM,Morning,21,21,Michelle Scarpulla (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
4634,25032,"HIM 4206, 001",Main,3,Intermediate Coding,Class,Ritter Annex,565,No,Tuesday,Wednesday,Thursday,No,No,No,09:30�AM,10:50�AM,Morning,21,30,Margaret M. Foley (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
5835,45617,"ECED 3296, 001",Main,3,Differentiated Literacy and Assessment,Class,Ritter Annex,301,No,Tuesday,Wednesday,Thursday,No,No,No,09:30�AM,10:50�AM,Morning,20,20,Judith Flanigan (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
6994,47137,"THTR 2252, 001",Main,3,Alexander Technique,Class,Ritter Annex,726,No,Tuesday,Wednesday,Thursday,No,No,No,09:30�AM,10:50�AM,Morning,4,11,Diane Gaary (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
6635,4717,"ENG 0802, 046",Main,4,Analytical Reading and Writing,Class,Ritter Annex,309,No,Tuesday,Wednesday,Thursday,No,No,No,09:50�AM,11:30�AM,Morning,23,23,Robert Wasilewski (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
617,36778,"THTR 0825, 023",Main,3,The Art of Acting,Class,Ritter Annex,726,No,No,No,No,Friday,No,No,10:00�AM,12:50�PM,Morning,10,16,Katie Flanagan (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
2475,49335,"SBS 2003, 001",Main,1,Introduction to Public Health Writing,Class,Ritter Annex,580,No,No,No,No,Friday,No,No,10:00�AM,10:50�AM,Morning,22,22,Michelle Scarpulla (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
6996,22376,"THTR 2262, 001",Main,3,Improvisation,Class,Ritter Annex,707,No,No,No,No,Friday,No,No,10:00�AM,12:50�PM,Morning,15,16,Bobbi Block (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
2192,50383,"HRPR 3197, 01",Main,3,Understanding and Applying Research in Health Professions,Class,Ritter Annex,565,Monday,No,No,No,Friday,No,No,10:00�AM,10:50�AM,Morning,19,20,RO Corbett (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
4636,2045,"HIM 4298, 001",Main,3,Health Information Management Senior Seminar,Class,Ritter Annex,571,Monday,No,No,No,Friday,No,No,10:00�AM,10:50�AM,Morning,19,22,Kesa Bond (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
2469,46026,"SBS 1003, 001",Main,1,Public Health Careers,Class,Ritter Annex,580,Monday,No,No,No,No,No,No,10:00�AM,10:50�AM,Morning,24,24,Caite Wolak (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
7053,46188,"ENG 0802, 724",Main,4,Analytical Reading and Writing,Class,Ritter Annex,309,Monday,No,No,No,No,No,No,10:00�AM,11:40�AM,Morning,26,26,Karoline Schaufler (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
7056,46191,"ENG 0802, 728",Main,4,Analytical Reading and Writing,Class,Ritter Annex,309,No,No,No,No,No,No,No,10:00�AM,11:40�AM,Morning,26,26,Steven Fino (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
4618,44055,"HIM 1006, 001",Main,3,Electronic Documentation for Health Care Providers,Class,Ritter Annex,560,Monday,No,No,No,No,No,No,10:00�AM,10:50�AM,Morning,11,32,Karen Mcbride (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
5838,38510,"ECED 4106, 002",Main,3,The Learning Community: Family and Community Relationships,Class,Ritter Annex,301,Monday,No,No,No,No,No,No,10:00�AM,10:50�AM,Morning,18,30,Jean A. Boyer (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
612,47112,"THTR 0825, 007",Main,3,The Art of Acting,Class,Ritter Annex,722,Monday,No,No,No,No,No,No,10:30�AM,11:50�AM,Morning,16,16,Matthew Tallman (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
2191,46202,"HRPR 3096, 01",Main,3,Cultural Competency in Health and Healthcare,Class,Ritter Annex,580,Monday,No,No,No,Friday,No,No,11:00�AM,11:50�AM,Morning,20,20,Jazmine M. Tooles (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
6702,41081,"EDUC 4441, 001",Main,3,Discourse Practices in Diverse Communities,Class,Ritter Annex,700,No,No,No,Thursday,No,No,No,11:00�AM,12:20�PM,Morning,19,30,Jill M. Swavely (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
7369,49576,"AOD 0836, 002",Main,3,Interpersonal Communication: Critical Competencies for Professional and Personal Success,Recitation,Ritter Annex,700,No,Tuesday,No,No,No,No,No,11:00�AM,12:20�PM,Morning,14,32,Jessica S. Reinhardt (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
3481,41102,"SPSY 9487, 001",Main,1 TO 3,Professional Issues and Practicum,Class,Ritter Annex,300,Monday,No,No,No,No,No,No,11:00�AM,11:50�AM,Morning,10,10,Cathy Fiorello (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
4642,50451,"HIM 5129, 01",Main,3,Health Data Analysis,Class,Ritter Annex,571,Monday,No,No,No,No,No,No,11:00�AM,11:50�AM,Morning,7,20,Bari J. Dzomba (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
4645,51158,"HIM 8129, 01",Main,3,Advanced Health Data Analytics,Class,Ritter Annex,571,Monday,No,No,No,No,No,No,11:00�AM,11:50�AM,Morning,1,5,Bari J. Dzomba (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
491,700,"CSCD 1108, 002",Main,3,Introduction to Linguistics,Class,Ritter Annex,560,Monday,No,No,No,No,No,No,11:00�AM,11:50�AM,Morning,17,35,Brian D. McHugh (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
608,50286,"THTR 0825, 003",Main,3,The Art of Acting,Class,Ritter Annex,707,Monday,No,No,No,No,No,No,11:00�AM,12:20�PM,Morning,16,16,Katie Flanagan (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
610,42318,"THTR 0825, 005",Main,3,The Art of Acting,Class,Ritter Annex,726,Monday,No,No,No,No,No,No,11:00�AM,12:20�PM,Morning,16,16,Hannah Gold (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
648,2394,"THTR 2231, 001",Main,3,Speech for the Actor,Class,Ritter Annex,701,Monday,No,No,No,No,No,No,11:00�AM,12:20�PM,Morning,16,16,Marla Burkholder (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
2487,43258,"SBS 2201, 001",Main,3,Health Communication,Class,Ritter Annex,565,Monday,No,No,No,No,No,No,11:00�AM,11:50�AM,Morning,40,80,Melody J. Slashinski (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
483,50679,"CSCD 1002, 001",Main,3,American Sign Language II,Class,Ritter Annex,571,No,Tuesday,Wednesday,Thursday,No,No,No,11:00�AM,12:20�PM,Morning,22,22,Alesya Starayeva (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
492,43683,"CSCD 1296, 003",Main,3,Studies in Psycholinguistics,Class,Ritter Annex,580,No,Tuesday,Wednesday,Thursday,No,No,No,11:00�AM,12:20�PM,Morning,22,22,Brian D. McHugh  Robin Aronow (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
503,50678,"CSCD 3225, 002",Main,3,Syntax of Natural and Machine Languages,Class,Ritter Annex,565,No,Tuesday,Wednesday,Thursday,No,No,No,11:00�AM,12:20�PM,Morning,14,25,Jodi Reich (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
609,47110,"THTR 0825, 004",Main,3,The Art of Acting,Class,Ritter Annex,707,No,Tuesday,Wednesday,Thursday,No,No,No,11:00�AM,12:20�PM,Morning,16,16,Sarah Doherty (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
1536,21827,"SSWU 3096, 002",Main,3,Institutional Racism,Class,Ritter Annex,941,No,Tuesday,Wednesday,Thursday,No,No,No,11:00�AM,12:20�PM,Morning,20,20,Emeka Nwadiora (Primary),22811851,1001314,1810,1301-43 CECIL B MOORE AVE,83.5,50,108,470921,PWD,8465.785156,768.939779,Culture/Amusement,811.0444984,23643.83499
